date,district,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmh,pressure_hpa
2020-02-28,Kathmandu,14.2,1.6,56.7,4.5,843.0
2020-02-29,Kathmandu,13.6,1.8,51.4,2.8,846.7
2020-03-01,Kathmandu,17.2,2.7,60.4,2.7,841.0
2020-03-02,Kathmandu,15.2,0.0,52.2,5.9,848.8
2020-03-03,Kathmandu,15.0,0.0,54.5,2.0,843.2
2020-03-04,Kathmandu,18.5,0.0,56.9,6.2,845.6
2020-03-05,Kathmandu,13.8,3.8,53.9,1.9,843.8
2020-03-06,Kathmandu,15.3,3.0,54.8,4.0,841.5
2020-03-07,Kathmandu,18.1,0.0,57.4,5.9,846.3
2020-03-08,Kathmandu,14.0,0.0,52.3,2.7,843.2
2020-03-09,Kathmandu,20.2,0.0,59.9,7.3,842.5
2020-03-10,Kathmandu,16.3,0.0,50.1,3.4,837.9
2020-03-11,Kathmandu,18.7,2.7,52.2,4.3,848.9
2020-03-12,Kathmandu,18.8,0.0,64.5,1.4,845.0
2020-03-13,Kathmandu,16.9,3.5,50.1,1.8,848.3
2020-03-14,Kathmandu,16.4,3.1,57.3,1.4,846.9
2020-03-15,Kathmandu,17.4,5.0,68.3,6.6,848.3
2020-03-16,Kathmandu,19.0,5.2,59.0,3.3,843.3
2020-03-17,Kathmandu,15.8,4.4,65.3,7.8,840.9
2020-03-18,Kathmandu,15.5,5.8,62.9,1.3,847.3
2020-03-19,Kathmandu,21.0,3.9,58.1,5.5,845.4
2020-03-20,Kathmandu,16.7,5.2,58.5,1.4,843.6
2020-03-21,Kathmandu,19.0,5.9,49.1,2.5,847.2
2020-03-22,Kathmandu,18.0,6.2,58.4,4.0,845.9
2020-03-23,Kathmandu,18.2,6.2,61.1,3.3,846.9
2020-03-24,Kathmandu,21.5,5.9,60.9,5.0,841.9
2020-03-25,Kathmandu,18.7,8.8,74.4,3.0,847.9
2020-03-26,Kathmandu,18.2,4.0,59.6,3.7,845.0
2020-03-27,Kathmandu,18.6,5.0,62.2,2.3,848.3
2020-03-28,Kathmandu,18.2,5.1,64.9,6.1,847.9
2020-03-29,Kathmandu,18.0,4.9,61.6,4.6,847.1
2020-03-30,Kathmandu,18.5,0.0,54.6,5.4,844.7
2020-03-31,Kathmandu,23.0,9.6,62.3,4.2,847.1
2020-04-01,Kathmandu,21.2,3.8,56.3,6.7,848.3
2020-04-02,Kathmandu,19.2,7.1,62.9,3.0,846.8
2020-04-03,Kathmandu,22.0,3.0,56.5,4.4,845.6
2020-04-04,Kathmandu,17.0,0.0,58.1,19.5,847.1
2020-04-05,Kathmandu,23.1,5.1,54.0,2.1,843.4
2020-04-06,Kathmandu,23.0,4.2,59.1,8.1,849.5
2020-04-07,Kathmandu,25.0,8.5,69.6,14.3,840.0
2020-04-08,Kathmandu,22.7,5.9,58.6,5.8,845.1
2020-04-09,Kathmandu,21.7,6.5,69.4,1.1,843.8
2020-04-10,Kathmandu,23.5,0.0,55.8,2.2,843.1
2020-04-11,Kathmandu,19.8,11.9,64.2,5.1,845.9
2020-04-12,Kathmandu,20.4,6.2,60.5,4.2,841.6
2020-04-13,Kathmandu,21.2,5.8,58.1,10.2,851.5
2020-04-14,Kathmandu,24.2,9.9,53.0,10.5,840.9
2020-04-15,Kathmandu,19.9,12.3,69.2,4.0,842.1
2020-04-16,Kathmandu,19.8,16.5,79.2,4.2,841.9
2020-04-17,Kathmandu,22.3,0.0,57.4,3.1,845.6
2020-04-18,Kathmandu,23.4,9.6,65.4,5.6,848.0
2020-04-19,Kathmandu,20.7,16.7,67.4,2.5,846.6
2020-04-20,Kathmandu,23.5,0.0,60.8,3.9,849.4
2020-04-21,Kathmandu,25.0,7.2,60.6,2.6,842.5
2020-04-22,Kathmandu,24.8,8.6,63.2,4.9,847.0
2020-04-23,Kathmandu,23.2,14.5,58.8,7.7,844.1
2020-04-24,Kathmandu,22.5,9.9,60.3,1.9,845.7
2020-04-25,Kathmandu,26.2,0.0,56.8,3.8,848.3
2020-04-26,Kathmandu,22.9,14.8,71.4,9.2,839.9
2020-04-27,Kathmandu,24.9,22.4,77.6,11.0,851.0
2020-04-28,Kathmandu,27.0,6.7,52.5,3.1,844.6
2020-04-29,Kathmandu,24.9,23.1,66.1,2.6,840.2
2020-04-30,Kathmandu,21.3,11.4,67.0,1.1,842.9
2020-05-01,Kathmandu,20.9,17.2,65.0,8.3,845.3
2020-05-02,Kathmandu,22.9,25.2,79.6,7.9,842.9
2020-05-03,Kathmandu,25.0,17.7,61.0,4.5,838.9
2020-05-04,Kathmandu,24.6,14.1,65.8,15.3,845.3
2020-05-05,Kathmandu,28.2,21.0,71.6,4.2,842.8
2020-05-06,Kathmandu,24.8,15.5,69.8,8.4,847.0
2020-05-07,Kathmandu,23.3,20.4,66.2,3.2,841.8
2020-05-08,Kathmandu,21.8,15.8,57.8,3.7,851.8
2020-05-09,Kathmandu,26.5,23.5,74.7,5.1,846.5
2020-05-10,Kathmandu,24.2,7.9,64.0,2.6,845.6
2020-05-11,Kathmandu,21.3,10.8,68.7,7.1,846.9
2020-05-12,Kathmandu,24.5,8.0,59.6,4.6,839.5
2020-05-13,Kathmandu,22.5,18.2,73.4,1.5,843.5
2020-05-14,Kathmandu,23.7,7.4,63.3,8.5,850.3
2020-05-15,Kathmandu,24.7,13.9,72.7,2.5,844.0
2020-05-16,Kathmandu,22.9,10.9,63.4,2.6,844.8
2020-05-17,Kathmandu,23.8,31.5,71.6,3.7,843.6
2020-05-18,Kathmandu,23.4,12.1,64.3,5.7,849.4
2020-05-19,Kathmandu,23.5,9.9,63.4,5.3,844.3
2020-05-20,Kathmandu,23.0,22.6,75.7,10.3,841.2
2020-05-21,Kathmandu,24.1,34.9,75.3,5.1,852.7
2020-05-22,Kathmandu,23.3,20.1,69.5,1.8,840.9
2020-05-23,Kathmandu,26.4,21.0,76.1,2.3,844.7
2020-05-24,Kathmandu,25.7,32.7,80.6,1.7,842.5
2020-05-25,Kathmandu,27.7,29.5,77.1,1.7,842.9
2020-05-26,Kathmandu,29.1,25.8,85.2,3.4,841.8
2020-05-27,Kathmandu,26.8,17.1,63.3,8.2,843.4
2020-05-28,Kathmandu,26.4,26.7,82.5,4.6,848.0
2020-05-29,Kathmandu,27.0,10.4,68.4,5.8,839.3
2020-05-30,Kathmandu,26.5,17.3,67.7,7.0,848.8
2020-05-31,Kathmandu,25.7,36.6,84.1,8.5,848.3
2020-06-01,Kathmandu,25.6,35.7,83.4,2.8,846.5
2020-06-02,Kathmandu,23.6,27.8,78.1,7.8,845.4
2020-06-03,Kathmandu,27.4,5.5,56.4,7.2,845.8
2020-06-04,Kathmandu,25.7,12.5,62.9,3.3,849.3
2020-06-05,Kathmandu,28.7,17.7,67.4,2.7,839.8
2020-06-06,Kathmandu,27.7,22.9,71.7,3.9,847.2
2020-06-07,Kathmandu,24.6,12.4,63.4,10.1,842.8
2020-06-08,Kathmandu,28.4,22.5,61.8,8.4,847.5
2020-06-09,Kathmandu,20.8,43.0,89.9,3.3,843.2
2020-06-10,Kathmandu,29.8,29.4,75.9,8.0,847.1
2020-06-11,Kathmandu,23.3,27.8,67.9,6.4,840.4
2020-06-12,Kathmandu,26.9,15.3,65.5,5.7,839.9
2020-06-13,Kathmandu,26.8,8.9,60.2,9.6,844.7
2020-06-14,Kathmandu,28.2,13.3,72.0,5.2,849.3
2020-06-15,Kathmandu,25.3,8.6,59.2,4.5,846.6
2020-06-16,Kathmandu,21.7,27.3,80.2,1.4,846.6
2020-06-17,Kathmandu,25.3,30.8,86.6,7.0,847.6
2020-06-18,Kathmandu,25.6,0.0,51.9,2.5,843.8
2020-06-19,Kathmandu,21.9,28.6,77.6,2.3,846.8
2020-06-20,Kathmandu,26.1,43.2,98.2,4.5,843.3
2020-06-21,Kathmandu,23.8,48.8,95.2,2.3,844.1
2020-06-22,Kathmandu,27.3,36.0,85.7,5.5,844.4
2020-06-23,Kathmandu,25.5,25.7,73.5,4.9,843.4
2020-06-24,Kathmandu,29.9,36.0,87.2,4.7,844.8
2020-06-25,Kathmandu,25.4,43.1,89.3,3.9,844.2
2020-06-26,Kathmandu,26.8,5.5,50.2,6.8,842.9
2020-06-27,Kathmandu,25.5,44.9,89.1,5.5,844.6
2020-06-28,Kathmandu,22.6,22.2,66.8,5.4,845.5
2020-06-29,Kathmandu,25.5,22.4,73.5,2.7,841.7
2020-06-30,Kathmandu,27.3,24.5,70.0,4.1,846.3
2020-07-01,Kathmandu,27.0,32.4,83.3,2.7,843.5
2020-07-02,Kathmandu,25.2,16.0,68.0,4.1,845.6
2020-07-03,Kathmandu,22.8,25.6,69.2,2.9,843.0
2020-07-04,Kathmandu,27.0,0.0,52.5,4.0,848.2
2020-07-05,Kathmandu,26.5,31.6,83.4,4.1,847.9
2020-07-06,Kathmandu,27.3,33.6,87.6,4.0,841.9
2020-07-07,Kathmandu,25.0,25.4,70.8,6.9,846.6
2020-07-08,Kathmandu,22.2,37.4,79.4,5.9,849.3
2020-07-09,Kathmandu,26.6,41.7,98.1,2.0,842.2
2020-07-10,Kathmandu,25.4,41.1,87.8,3.8,842.4
2020-07-11,Kathmandu,28.2,34.4,83.0,4.7,847.2
2020-07-12,Kathmandu,25.4,40.5,83.7,2.8,841.1
2020-07-13,Kathmandu,25.2,39.7,87.8,4.9,842.7
2020-07-14,Kathmandu,26.1,61.0,100.0,3.0,842.0
2020-07-15,Kathmandu,24.0,43.8,91.3,4.3,847.2
2020-07-16,Kathmandu,23.8,0.0,60.3,2.5,842.9
2020-07-17,Kathmandu,24.8,18.7,70.1,4.0,844.1
2020-07-18,Kathmandu,23.1,26.3,70.9,6.0,842.8
2020-07-19,Kathmandu,24.4,25.5,72.0,6.5,848.4
2020-07-20,Kathmandu,28.7,35.3,77.7,4.3,842.4
2020-07-21,Kathmandu,26.8,21.1,73.0,12.8,840.8
2020-07-22,Kathmandu,25.3,43.1,95.6,5.2,840.7
2020-07-23,Kathmandu,27.7,12.9,66.1,6.6,847.1
2020-07-24,Kathmandu,22.9,10.1,61.5,8.7,847.3
2020-07-25,Kathmandu,29.4,0.0,51.1,2.8,848.7
2020-07-26,Kathmandu,23.4,19.1,72.1,6.0,841.2
2020-07-27,Kathmandu,28.3,14.3,60.2,4.9,844.3
2020-07-28,Kathmandu,28.2,21.3,66.4,6.1,852.3
2020-07-29,Kathmandu,20.6,19.8,75.3,7.5,844.1
2020-07-30,Kathmandu,27.0,28.5,76.4,2.6,843.3
2020-07-31,Kathmandu,23.4,21.2,70.5,12.4,844.9
2020-08-01,Kathmandu,22.7,22.0,71.8,4.4,846.6
2020-08-02,Kathmandu,24.8,27.8,80.9,3.6,846.5
2020-08-03,Kathmandu,21.6,38.9,86.9,1.3,843.2
2020-08-04,Kathmandu,24.6,43.7,86.2,8.4,843.2
2020-08-05,Kathmandu,21.6,28.9,74.6,7.2,844.1
2020-08-06,Kathmandu,23.7,29.6,77.7,3.8,842.8
2020-08-07,Kathmandu,25.9,0.0,56.5,1.6,841.3
2020-08-08,Kathmandu,23.9,31.8,80.3,4.5,850.4
2020-08-09,Kathmandu,22.3,30.6,78.9,1.9,843.8
2020-08-10,Kathmandu,24.0,40.2,87.4,7.9,843.9
2020-08-11,Kathmandu,20.0,6.4,59.9,3.8,844.0
2020-08-12,Kathmandu,21.0,23.3,69.7,2.5,844.8
2020-08-13,Kathmandu,21.7,29.0,83.7,5.0,846.3
2020-08-14,Kathmandu,24.1,25.0,72.6,5.4,843.6
2020-08-15,Kathmandu,23.2,15.6,68.1,5.8,848.4
2020-08-16,Kathmandu,23.3,11.9,54.2,2.6,846.8
2020-08-17,Kathmandu,22.1,0.0,53.9,7.5,844.4
2020-08-18,Kathmandu,20.4,0.0,49.5,3.8,843.0
2020-08-19,Kathmandu,24.9,7.1,55.8,1.4,848.3
2020-08-20,Kathmandu,20.4,31.6,92.4,4.1,844.5
2020-08-21,Kathmandu,22.5,27.5,78.2,4.1,841.3
2020-08-22,Kathmandu,21.3,21.9,78.7,4.0,848.1
2020-08-23,Kathmandu,22.5,14.3,70.7,5.1,842.8
2020-08-24,Kathmandu,20.1,21.3,77.0,10.8,847.6
2020-08-25,Kathmandu,23.3,32.7,80.2,4.2,837.5
2020-08-26,Kathmandu,23.8,7.7,69.2,4.5,843.9
2020-08-27,Kathmandu,22.9,8.0,65.6,3.1,848.5
2020-08-28,Kathmandu,21.1,15.7,67.8,4.2,845.0
2020-08-29,Kathmandu,19.8,20.5,72.7,5.9,846.8
2020-08-30,Kathmandu,26.1,16.3,67.4,6.0,842.3
2020-08-31,Kathmandu,18.4,25.2,75.4,9.1,846.0
2020-09-01,Kathmandu,22.0,28.3,77.4,1.5,845.0
2020-09-02,Kathmandu,20.8,21.5,74.1,7.0,845.7
2020-09-03,Kathmandu,19.9,23.3,82.3,6.4,851.1
2020-09-04,Kathmandu,20.2,20.7,65.5,1.8,848.9
2020-09-05,Kathmandu,18.7,18.4,75.4,9.0,847.4
2020-09-06,Kathmandu,20.4,8.7,60.1,2.0,847.4
2020-09-07,Kathmandu,20.1,0.0,61.3,6.0,842.3
2020-09-08,Kathmandu,24.7,0.0,53.3,1.4,843.6
2020-09-09,Kathmandu,21.3,16.0,69.9,2.5,840.4
2020-09-10,Kathmandu,20.1,18.2,68.8,6.1,841.2
2020-09-11,Kathmandu,20.0,6.8,51.8,6.2,842.3
2020-09-12,Kathmandu,22.4,16.4,76.8,3.9,844.9
2020-09-13,Kathmandu,16.7,10.2,58.4,9.5,841.3
2020-09-14,Kathmandu,18.1,8.7,62.4,6.0,844.9
2020-09-15,Kathmandu,14.5,0.0,49.7,7.6,844.5
2020-09-16,Kathmandu,19.3,8.1,54.8,4.0,841.6
2020-09-17,Kathmandu,19.8,17.8,68.2,2.3,849.6
2020-09-18,Kathmandu,15.9,13.0,62.4,2.3,841.0
2020-09-19,Kathmandu,20.7,0.0,49.2,3.5,848.4
2020-09-20,Kathmandu,16.2,0.0,54.8,2.5,838.2
2020-09-21,Kathmandu,16.8,10.9,56.3,2.4,844.6
2020-09-22,Kathmandu,17.6,22.2,73.4,1.6,841.4
2020-09-23,Kathmandu,20.4,4.4,57.9,3.7,843.0
2020-09-24,Kathmandu,15.4,18.3,57.2,1.6,850.4
2020-09-25,Kathmandu,17.6,19.6,68.1,3.6,844.0
2020-09-26,Kathmandu,18.4,15.0,69.3,1.5,841.7
2020-09-27,Kathmandu,17.8,9.7,57.4,3.4,846.5
2020-09-28,Kathmandu,17.8,17.2,71.3,5.9,843.9
2020-09-29,Kathmandu,17.9,9.3,64.6,2.5,845.5
2020-09-30,Kathmandu,15.2,7.4,55.8,5.1,842.3
2020-10-01,Kathmandu,19.5,8.5,61.7,4.9,842.4
2020-10-02,Kathmandu,15.8,7.6,65.2,2.9,842.6
2020-10-03,Kathmandu,15.4,5.9,55.3,1.6,847.4
2020-10-04,Kathmandu,18.5,13.4,64.7,7.0,844.3
2020-10-05,Kathmandu,14.4,6.2,65.7,2.9,841.9
2020-10-06,Kathmandu,16.1,8.7,57.7,10.3,845.5
2020-10-07,Kathmandu,13.9,0.0,57.3,6.8,845.2
2020-10-08,Kathmandu,20.3,8.4,56.3,6.1,846.7
2020-10-09,Kathmandu,19.7,0.0,54.2,1.9,843.6
2020-10-10,Kathmandu,14.8,4.1,60.5,6.1,844.8
2020-10-11,Kathmandu,15.9,0.0,43.0,8.1,846.3
2020-10-12,Kathmandu,14.7,10.5,60.7,4.5,842.0
2020-10-13,Kathmandu,13.9,8.4,63.9,5.1,847.7
2020-10-14,Kathmandu,14.7,8.4,62.8,5.9,845.0
2020-10-15,Kathmandu,14.3,6.4,57.5,8.7,841.7
2020-10-16,Kathmandu,11.2,5.7,54.0,5.4,841.7
2020-10-17,Kathmandu,14.6,8.4,64.9,5.8,844.7
2020-10-18,Kathmandu,13.9,4.8,57.2,5.0,843.3
2020-10-19,Kathmandu,14.5,8.0,64.1,10.5,847.3
2020-10-20,Kathmandu,13.6,0.0,56.9,4.6,844.1
2020-10-21,Kathmandu,12.9,3.7,55.7,5.8,845.9
2020-10-22,Kathmandu,15.3,0.0,60.4,9.0,842.5
2020-10-23,Kathmandu,14.5,4.1,55.3,3.3,844.9
2020-10-24,Kathmandu,16.1,2.1,62.6,11.7,848.9
2020-10-25,Kathmandu,14.2,4.0,64.8,3.1,844.6
2020-10-26,Kathmandu,12.7,7.3,66.1,2.5,843.3
2020-10-27,Kathmandu,14.2,2.7,56.3,5.9,842.4
2020-10-28,Kathmandu,8.9,6.9,73.3,3.0,844.9
2020-10-29,Kathmandu,17.0,3.6,58.6,10.2,849.2
2020-10-30,Kathmandu,13.2,7.8,62.4,13.9,840.9
2020-10-31,Kathmandu,16.9,3.0,57.3,2.5,844.9
2020-11-01,Kathmandu,10.7,3.7,52.3,2.4,839.9
2020-11-02,Kathmandu,10.1,2.4,63.4,2.4,843.8
2020-11-03,Kathmandu,13.0,2.7,54.3,1.4,845.8
2020-11-04,Kathmandu,12.9,5.5,64.0,3.0,840.3
2020-11-05,Kathmandu,12.7,4.2,64.2,7.9,843.7
2020-11-06,Kathmandu,12.4,4.8,61.9,6.1,845.9
2020-11-07,Kathmandu,10.6,1.6,52.8,3.8,845.4
2020-11-08,Kathmandu,8.8,4.0,56.5,5.6,846.0
2020-11-09,Kathmandu,12.3,1.9,43.1,2.0,842.1
2020-11-10,Kathmandu,9.1,1.4,55.5,4.5,845.9
2020-11-11,Kathmandu,8.8,3.2,61.6,5.0,843.2
2020-11-12,Kathmandu,10.7,3.1,56.3,4.9,847.1
2020-11-13,Kathmandu,12.3,0.0,52.0,2.9,838.1
2020-11-14,Kathmandu,15.3,0.0,53.5,2.9,844.1
2020-11-15,Kathmandu,13.2,3.5,63.9,6.4,845.3
2020-11-16,Kathmandu,14.0,0.0,54.7,6.2,849.0
2020-11-17,Kathmandu,12.4,0.0,64.3,1.4,845.3
2020-11-18,Kathmandu,11.8,0.0,52.1,1.4,845.6
2020-11-19,Kathmandu,16.0,4.0,59.3,13.3,846.1
2020-11-20,Kathmandu,8.2,0.0,52.8,5.1,848.8
2020-11-21,Kathmandu,10.0,0.7,65.9,4.9,843.9
2020-11-22,Kathmandu,10.1,0.0,55.9,2.6,840.8
2020-11-23,Kathmandu,12.5,0.0,65.6,3.6,840.2
2020-11-24,Kathmandu,8.7,0.0,52.9,3.1,847.0
2020-11-25,Kathmandu,12.1,0.0,62.6,7.9,845.7
2020-11-26,Kathmandu,11.7,0.0,55.6,7.7,844.2
2020-11-27,Kathmandu,12.1,1.3,60.2,5.2,843.2
2020-11-28,Kathmandu,12.0,0.0,48.9,4.7,845.5
2020-11-29,Kathmandu,13.5,0.0,56.7,5.7,845.6
2020-11-30,Kathmandu,10.3,0.0,49.7,4.7,846.4
2020-12-01,Kathmandu,11.4,0.0,56.3,6.4,841.7
2020-12-02,Kathmandu,8.8,2.1,49.1,9.5,839.7
2020-12-03,Kathmandu,8.3,0.0,54.5,4.2,842.3
2020-12-04,Kathmandu,13.8,1.4,61.6,2.6,840.9
2020-12-05,Kathmandu,8.6,0.0,57.7,4.8,840.8
2020-12-06,Kathmandu,11.4,0.0,48.8,3.1,849.7
2020-12-07,Kathmandu,11.2,0.7,46.1,2.3,838.2
2020-12-08,Kathmandu,12.5,0.0,57.5,8.7,846.4
2020-12-09,Kathmandu,6.8,1.2,63.9,4.6,847.7
2020-12-10,Kathmandu,11.9,0.0,50.2,3.5,848.0
2020-12-11,Kathmandu,9.9,0.0,65.5,5.0,845.8
2020-12-12,Kathmandu,8.8,1.2,55.9,3.3,849.0
2020-12-13,Kathmandu,9.5,0.0,45.2,8.9,850.4
2020-12-14,Kathmandu,12.1,1.5,48.4,13.2,844.1
2020-12-15,Kathmandu,11.5,1.2,59.8,3.4,846.3
2020-12-16,Kathmandu,9.7,0.0,55.6,4.0,848.8
2020-12-17,Kathmandu,7.7,0.0,62.4,5.4,842.4
2020-12-18,Kathmandu,7.9,1.6,50.3,2.1,844.3
2020-12-19,Kathmandu,11.5,0.0,55.6,1.5,843.1
2020-12-20,Kathmandu,7.5,1.4,56.2,8.3,846.4
2020-12-21,Kathmandu,9.8,0.0,54.3,3.5,839.3
2020-12-22,Kathmandu,15.4,0.0,53.1,3.3,849.3
2020-12-23,Kathmandu,11.0,0.0,53.2,5.6,846.6
2020-12-24,Kathmandu,11.5,1.4,57.0,2.6,846.8
2020-12-25,Kathmandu,7.9,1.5,57.7,3.3,837.9
2020-12-26,Kathmandu,7.6,1.1,57.1,2.1,841.9
2020-12-27,Kathmandu,11.7,0.0,61.0,1.6,849.5
2020-12-28,Kathmandu,9.6,0.0,49.0,3.3,844.5
2020-12-29,Kathmandu,12.5,0.0,45.9,2.6,839.8
2020-12-30,Kathmandu,10.5,0.0,60.1,2.4,845.7
2020-12-31,Kathmandu,17.3,0.0,50.3,4.4,847.0
2021-01-01,Kathmandu,9.3,0.0,53.1,6.8,846.6
2021-01-02,Kathmandu,11.0,0.0,51.9,6.9,844.5
2021-01-03,Kathmandu,8.7,0.0,51.8,6.7,848.4
2021-01-04,Kathmandu,12.6,0.7,48.3,2.8,842.9
2021-01-05,Kathmandu,11.4,0.0,52.2,4.2,846.6
2021-01-06,Kathmandu,8.7,0.9,59.0,3.2,845.4
2021-01-07,Kathmandu,10.0,0.0,55.0,2.8,844.6
2021-01-08,Kathmandu,13.4,0.0,57.5,2.9,843.9
2021-01-09,Kathmandu,13.2,0.7,53.1,2.3,844.0
2021-01-10,Kathmandu,8.0,0.0,59.5,5.1,845.1
2021-01-11,Kathmandu,9.9,0.9,53.2,8.0,844.1
2021-01-12,Kathmandu,14.5,0.0,44.5,3.1,847.2
2021-01-13,Kathmandu,10.6,0.0,56.6,2.9,843.4
2021-01-14,Kathmandu,11.4,1.5,60.0,1.5,849.7
2021-01-15,Kathmandu,13.1,0.0,52.2,6.1,843.3
2021-01-16,Kathmandu,8.5,0.0,61.0,1.4,847.8
2021-01-17,Kathmandu,9.3,0.0,50.7,4.6,847.9
2021-01-18,Kathmandu,10.6,0.0,58.4,2.7,845.5
2021-01-19,Kathmandu,13.7,0.0,63.7,3.7,845.2
2021-01-20,Kathmandu,13.4,0.8,55.8,4.7,842.8
2021-01-21,Kathmandu,12.9,0.0,53.9,4.6,843.4
2021-01-22,Kathmandu,11.3,1.1,55.4,7.4,845.7
2021-01-23,Kathmandu,13.9,0.0,63.1,1.4,844.9
2021-01-24,Kathmandu,11.4,0.0,57.0,6.9,848.5
2021-01-25,Kathmandu,12.9,0.0,65.7,4.8,843.6
2021-01-26,Kathmandu,13.7,0.5,56.8,7.9,843.8
2021-01-27,Kathmandu,15.4,0.9,52.5,4.4,840.0
2021-01-28,Kathmandu,11.9,0.0,52.1,1.9,846.9
2021-01-29,Kathmandu,11.4,0.0,55.3,4.0,846.7
2021-01-30,Kathmandu,14.8,1.4,45.9,6.0,847.9
2021-01-31,Kathmandu,15.1,0.0,52.6,6.7,848.1
2021-02-01,Kathmandu,11.3,0.0,52.7,4.1,847.4
2021-02-02,Kathmandu,10.3,1.7,57.6,3.8,847.5
2021-02-03,Kathmandu,15.0,0.0,64.7,4.8,846.8
2021-02-04,Kathmandu,9.4,0.8,55.9,7.3,847.3
2021-02-05,Kathmandu,9.4,1.8,46.8,3.3,839.5
2021-02-06,Kathmandu,12.4,0.0,50.4,5.4,841.7
2021-02-07,Kathmandu,13.0,0.0,56.3,11.1,841.2
2021-02-08,Kathmandu,10.8,0.0,55.5,15.5,848.8
2021-02-09,Kathmandu,13.5,1.5,64.3,7.3,842.7
2021-02-10,Kathmandu,13.7,0.0,59.8,3.8,843.1
2021-02-11,Kathmandu,12.3,0.0,59.7,2.1,845.0
2021-02-12,Kathmandu,17.4,0.0,53.9,5.3,841.3
2021-02-13,Kathmandu,14.3,0.0,60.5,9.6,846.1
2021-02-14,Kathmandu,15.8,0.0,50.5,4.1,838.6
2021-02-15,Kathmandu,10.8,0.0,59.8,7.8,841.5
2021-02-16,Kathmandu,10.9,0.0,53.6,7.4,845.6
2021-02-17,Kathmandu,14.9,0.0,47.8,4.4,841.3
2021-02-18,Kathmandu,17.8,1.1,58.8,7.0,848.9
2021-02-19,Kathmandu,12.2,0.8,62.6,2.2,845.1
2021-02-20,Kathmandu,14.6,0.0,53.0,3.9,848.4
2021-02-21,Kathmandu,11.9,0.0,62.8,5.6,846.1
2021-02-22,Kathmandu,13.1,0.0,46.7,4.3,845.0
2021-02-23,Kathmandu,15.0,0.0,49.0,2.4,842.0
2021-02-24,Kathmandu,13.8,2.1,55.9,7.0,847.8
2021-02-25,Kathmandu,12.3,0.0,53.1,5.6,846.3
2021-02-26,Kathmandu,12.4,0.0,51.7,4.8,851.3
2021-02-27,Kathmandu,11.4,0.0,55.7,8.8,847.5
2021-02-28,Kathmandu,16.3,2.6,54.4,7.1,843.8
2021-03-01,Kathmandu,16.6,0.0,53.2,1.2,845.9
2021-03-02,Kathmandu,16.7,1.7,57.8,4.9,846.3
2021-03-03,Kathmandu,13.9,0.0,51.7,4.8,848.5
2021-03-04,Kathmandu,17.8,0.0,54.5,3.6,849.0
2021-03-05,Kathmandu,17.4,0.0,51.8,1.4,844.5
2021-03-06,Kathmandu,16.1,1.8,50.4,2.8,841.4
2021-03-07,Kathmandu,15.9,0.0,58.8,1.3,839.4
2021-03-08,Kathmandu,15.1,3.1,66.0,13.4,841.6
2021-03-09,Kathmandu,16.9,3.0,62.7,4.3,843.2
2021-03-10,Kathmandu,19.9,0.0,56.7,5.8,849.5
2021-03-11,Kathmandu,19.0,0.0,51.8,2.3,849.6
2021-03-12,Kathmandu,16.4,0.0,53.6,1.4,847.9
2021-03-13,Kathmandu,18.1,3.6,63.2,3.4,848.7
2021-03-14,Kathmandu,15.0,3.8,46.6,3.2,842.9
2021-03-15,Kathmandu,18.8,2.6,55.3,5.0,840.5
2021-03-16,Kathmandu,15.8,4.5,62.3,3.5,842.0
2021-03-17,Kathmandu,19.0,2.6,51.4,15.1,838.9
2021-03-18,Kathmandu,23.7,1.5,58.3,8.0,841.7
2021-03-19,Kathmandu,16.7,6.1,61.8,10.1,843.5
2021-03-20,Kathmandu,23.8,0.0,47.7,4.3,845.5
2021-03-21,Kathmandu,19.1,4.8,59.3,5.0,845.4
2021-03-22,Kathmandu,16.8,2.7,54.1,9.5,842.9
2021-03-23,Kathmandu,16.8,6.4,62.2,3.4,846.7
2021-03-24,Kathmandu,23.3,6.9,63.9,5.6,843.0
2021-03-25,Kathmandu,19.7,5.8,61.6,3.5,845.0
2021-03-26,Kathmandu,17.7,7.4,61.3,5.8,841.7
2021-03-27,Kathmandu,18.6,5.1,60.5,2.0,848.3
2021-03-28,Kathmandu,20.0,10.1,57.2,3.1,845.1
2021-03-29,Kathmandu,19.2,7.2,60.6,5.0,847.0
2021-03-30,Kathmandu,20.1,3.7,54.0,5.4,841.4
2021-03-31,Kathmandu,23.1,6.1,65.0,6.6,845.5
2021-04-01,Kathmandu,17.4,5.8,63.1,2.2,846.7
2021-04-02,Kathmandu,21.1,0.0,58.4,4.9,838.9
2021-04-03,Kathmandu,19.8,2.2,65.3,1.7,848.5
2021-04-04,Kathmandu,19.0,7.9,59.7,3.6,841.3
2021-04-05,Kathmandu,22.3,3.2,54.8,4.4,845.6
2021-04-06,Kathmandu,17.4,0.0,53.2,4.0,850.4
2021-04-07,Kathmandu,15.7,6.6,52.3,10.9,847.9
2021-04-08,Kathmandu,21.0,5.5,51.8,4.5,840.5
2021-04-09,Kathmandu,20.4,5.3,62.3,6.1,844.5
2021-04-10,Kathmandu,18.1,0.0,48.0,5.0,848.7
2021-04-11,Kathmandu,17.5,5.7,54.2,4.3,842.5
2021-04-12,Kathmandu,24.9,0.0,54.5,5.8,843.9
