date,district,river,river_flow_cumecs,hydro_plant,plant_capacity_mw,generation_mw
2022-11-28,Kathmandu,Bagmati,22.32,Bagmati Small Hydro,10.0,4.78
2022-11-29,Kathmandu,Bagmati,24.54,Bagmati Small Hydro,10.0,5.21
2022-11-30,Kathmandu,Bagmati,28.51,Bagmati Small Hydro,10.0,5.65
2022-12-01,Kathmandu,Bagmati,24.93,Bagmati Small Hydro,10.0,5.36
2022-12-02,Kathmandu,Bagmati,24.03,Bagmati Small Hydro,10.0,4.89
2022-12-03,Kathmandu,Bagmati,23.04,Bagmati Small Hydro,10.0,4.83
2022-12-04,Kathmandu,Bagmati,27.65,Bagmati Small Hydro,10.0,5.67
2022-12-05,Kathmandu,Bagmati,21.31,Bagmati Small Hydro,10.0,4.86
2022-12-06,Kathmandu,Bagmati,22.18,Bagmati Small Hydro,10.0,4.5
2022-12-07,Kathmandu,Bagmati,25.86,Bagmati Small Hydro,10.0,5.58
2022-12-08,Kathmandu,Bagmati,19.85,Bagmati Small Hydro,10.0,4.43
2022-12-09,Kathmandu,Bagmati,27.51,Bagmati Small Hydro,10.0,5.26
2022-12-10,Kathmandu,Bagmati,25.51,Bagmati Small Hydro,10.0,4.83
2022-12-11,Kathmandu,Bagmati,25.69,Bagmati Small Hydro,10.0,5.09
2022-12-12,Kathmandu,Bagmati,24.2,Bagmati Small Hydro,10.0,5.12
2022-12-13,Kathmandu,Bagmati,23.18,Bagmati Small Hydro,10.0,4.96
2022-12-14,Kathmandu,Bagmati,21.01,Bagmati Small Hydro,10.0,4.72
2022-12-15,Kathmandu,Bagmati,22.8,Bagmati Small Hydro,10.0,4.83
2022-12-16,Kathmandu,Bagmati,21.71,Bagmati Small Hydro,10.0,4.59
2022-12-17,Kathmandu,Bagmati,24.92,Bagmati Small Hydro,10.0,5.16
2022-12-18,Kathmandu,Bagmati,25.63,Bagmati Small Hydro,10.0,5.33
2022-12-19,Kathmandu,Bagmati,27.67,Bagmati Small Hydro,10.0,5.64
2022-12-20,Kathmandu,Bagmati,26.23,Bagmati Small Hydro,10.0,5.28
2022-12-21,Kathmandu,Bagmati,28.25,Bagmati Small Hydro,10.0,5.83
2022-12-22,Kathmandu,Bagmati,25.01,Bagmati Small Hydro,10.0,5.14
2022-12-23,Kathmandu,Bagmati,23.5,Bagmati Small Hydro,10.0,4.89
2022-12-24,Kathmandu,Bagmati,25.22,Bagmati Small Hydro,10.0,5.18
2022-12-25,Kathmandu,Bagmati,23.35,Bagmati Small Hydro,10.0,5.16
2022-12-26,Kathmandu,Bagmati,25.11,Bagmati Small Hydro,10.0,5.23
2022-12-27,Kathmandu,Bagmati,21.86,Bagmati Small Hydro,10.0,4.67
2022-12-28,Kathmandu,Bagmati,21.03,Bagmati Small Hydro,10.0,4.77
2022-12-29,Kathmandu,Bagmati,24.8,Bagmati Small Hydro,10.0,5.54
2022-12-30,Kathmandu,Bagmati,24.97,Bagmati Small Hydro,10.0,5.26
2022-12-31,Kathmandu,Bagmati,21.45,Bagmati Small Hydro,10.0,4.88
2023-01-01,Kathmandu,Bagmati,25.44,Bagmati Small Hydro,10.0,5.46
2023-01-02,Kathmandu,Bagmati,22.03,Bagmati Small Hydro,10.0,4.71
2023-01-03,Kathmandu,Bagmati,23.82,Bagmati Small Hydro,10.0,5.07
2023-01-04,Kathmandu,Bagmati,25.53,Bagmati Small Hydro,10.0,5.11
2023-01-05,Kathmandu,Bagmati,24.14,Bagmati Small Hydro,10.0,5.08
2023-01-06,Kathmandu,Bagmati,24.57,Bagmati Small Hydro,10.0,5.08
2023-01-07,Kathmandu,Bagmati,26.62,Bagmati Small Hydro,10.0,5.39
2023-01-08,Kathmandu,Bagmati,22.25,Bagmati Small Hydro,10.0,4.72
2023-01-09,Kathmandu,Bagmati,21.85,Bagmati Small Hydro,10.0,4.73
2023-01-10,Kathmandu,Bagmati,22.38,Bagmati Small Hydro,10.0,4.93
2023-01-11,Kathmandu,Bagmati,22.63,Bagmati Small Hydro,10.0,4.87
2023-01-12,Kathmandu,Bagmati,18.67,Bagmati Small Hydro,10.0,4.01
2023-01-13,Kathmandu,Bagmati,22.71,Bagmati Small Hydro,10.0,4.79
2023-01-14,Kathmandu,Bagmati,21.81,Bagmati Small Hydro,10.0,4.55
2023-01-15,Kathmandu,Bagmati,24.67,Bagmati Small Hydro,10.0,5.23
2023-01-16,Kathmandu,Bagmati,23.31,Bagmati Small Hydro,10.0,5.07
2023-01-17,Kathmandu,Bagmati,22.21,Bagmati Small Hydro,10.0,4.86
2023-01-18,Kathmandu,Bagmati,24.08,Bagmati Small Hydro,10.0,4.98
2023-01-19,Kathmandu,Bagmati,25.45,Bagmati Small Hydro,10.0,5.34
2023-01-20,Kathmandu,Bagmati,21.9,Bagmati Small Hydro,10.0,4.71
2023-01-21,Kathmandu,Bagmati,23.87,Bagmati Small Hydro,10.0,4.9
2023-01-22,Kathmandu,Bagmati,20.03,Bagmati Small Hydro,10.0,4.58
2023-01-23,Kathmandu,Bagmati,22.99,Bagmati Small Hydro,10.0,5.06
2023-01-24,Kathmandu,Bagmati,23.95,Bagmati Small Hydro,10.0,5.23
2023-01-25,Kathmandu,Bagmati,24.75,Bagmati Small Hydro,10.0,5.1
2023-01-26,Kathmandu,Bagmati,22.49,Bagmati Small Hydro,10.0,5.04
2023-01-27,Kathmandu,Bagmati,24.01,Bagmati Small Hydro,10.0,5.02
2023-01-28,Kathmandu,Bagmati,22.66,Bagmati Small Hydro,10.0,4.99
2023-01-29,Kathmandu,Bagmati,25.75,Bagmati Small Hydro,10.0,5.26
2023-01-30,Kathmandu,Bagmati,24.95,Bagmati Small Hydro,10.0,5.19
2023-01-31,Kathmandu,Bagmati,24.81,Bagmati Small Hydro,10.0,4.83
2023-02-01,Kathmandu,Bagmati,23.97,Bagmati Small Hydro,10.0,5.04
2023-02-02,Kathmandu,Bagmati,21.59,Bagmati Small Hydro,10.0,4.74
2023-02-03,Kathmandu,Bagmati,23.09,Bagmati Small Hydro,10.0,4.9
2023-02-04,Kathmandu,Bagmati,22.8,Bagmati Small Hydro,10.0,5.17
2023-02-05,Kathmandu,Bagmati,22.56,Bagmati Small Hydro,10.0,4.71
2023-02-06,Kathmandu,Bagmati,23.18,Bagmati Small Hydro,10.0,4.89
2023-02-07,Kathmandu,Bagmati,27.13,Bagmati Small Hydro,10.0,5.38
2023-02-08,Kathmandu,Bagmati,26.23,Bagmati Small Hydro,10.0,5.31
2023-02-09,Kathmandu,Bagmati,23.16,Bagmati Small Hydro,10.0,5.12
2023-02-10,Kathmandu,Bagmati,25.69,Bagmati Small Hydro,10.0,5.57
2023-02-11,Kathmandu,Bagmati,25.09,Bagmati Small Hydro,10.0,5.14
2023-02-12,Kathmandu,Bagmati,21.93,Bagmati Small Hydro,10.0,4.68
2023-02-13,Kathmandu,Bagmati,25.06,Bagmati Small Hydro,10.0,5.06
2023-02-14,Kathmandu,Bagmati,23.36,Bagmati Small Hydro,10.0,5.19
2023-02-15,Kathmandu,Bagmati,21.48,Bagmati Small Hydro,10.0,4.87
2023-02-16,Kathmandu,Bagmati,24.5,Bagmati Small Hydro,10.0,5.15
2023-02-17,Kathmandu,Bagmati,23.9,Bagmati Small Hydro,10.0,4.86
2023-02-18,Kathmandu,Bagmati,24.59,Bagmati Small Hydro,10.0,4.97
2023-02-19,Kathmandu,Bagmati,24.33,Bagmati Small Hydro,10.0,5.17
2023-02-20,Kathmandu,Bagmati,22.57,Bagmati Small Hydro,10.0,4.96
2023-02-21,Kathmandu,Bagmati,24.98,Bagmati Small Hydro,10.0,4.91
2023-02-22,Kathmandu,Bagmati,24.19,Bagmati Small Hydro,10.0,5.07
2023-02-23,Kathmandu,Bagmati,24.25,Bagmati Small Hydro,10.0,5.38
2023-02-24,Kathmandu,Bagmati,24.63,Bagmati Small Hydro,10.0,5.15
2023-02-25,Kathmandu,Bagmati,20.78,Bagmati Small Hydro,10.0,4.81
2023-02-26,Kathmandu,Bagmati,21.69,Bagmati Small Hydro,10.0,4.84
2023-02-27,Kathmandu,Bagmati,19.91,Bagmati Small Hydro,10.0,4.31
2023-02-28,Kathmandu,Bagmati,27.5,Bagmati Small Hydro,10.0,5.53
2023-03-01,Kathmandu,Bagmati,23.2,Bagmati Small Hydro,10.0,4.95
2023-03-02,Kathmandu,Bagmati,25.23,Bagmati Small Hydro,10.0,5.12
2023-03-03,Kathmandu,Bagmati,27.55,Bagmati Small Hydro,10.0,5.42
2023-03-04,Kathmandu,Bagmati,27.09,Bagmati Small Hydro,10.0,5.77
2023-03-05,Kathmandu,Bagmati,24.61,Bagmati Small Hydro,10.0,5.03
2023-03-06,Kathmandu,Bagmati,26.05,Bagmati Small Hydro,10.0,5.56
2023-03-07,Kathmandu,Bagmati,28.52,Bagmati Small Hydro,10.0,5.63
2023-03-08,Kathmandu,Bagmati,28.13,Bagmati Small Hydro,10.0,5.65
2023-03-09,Kathmandu,Bagmati,29.82,Bagmati Small Hydro,10.0,5.97
2023-03-10,Kathmandu,Bagmati,27.05,Bagmati Small Hydro,10.0,5.42
2023-03-11,Kathmandu,Bagmati,23.66,Bagmati Small Hydro,10.0,5.13
2023-03-12,Kathmandu,Bagmati,26.47,Bagmati Small Hydro,10.0,5.1
2023-03-13,Kathmandu,Bagmati,26.56,Bagmati Small Hydro,10.0,5.52
2023-03-14,Kathmandu,Bagmati,30.19,Bagmati Small Hydro,10.0,5.48
2023-03-15,Kathmandu,Bagmati,27.74,Bagmati Small Hydro,10.0,5.57
2023-03-16,Kathmandu,Bagmati,29.82,Bagmati Small Hydro,10.0,6.02
2023-03-17,Kathmandu,Bagmati,29.67,Bagmati Small Hydro,10.0,5.96
2023-03-18,Kathmandu,Bagmati,31.17,Bagmati Small Hydro,10.0,5.8
2023-03-19,Kathmandu,Bagmati,32.73,Bagmati Small Hydro,10.0,5.99
2023-03-20,Kathmandu,Bagmati,28.1,Bagmati Small Hydro,10.0,5.54
2023-03-21,Kathmandu,Bagmati,29.1,Bagmati Small Hydro,10.0,5.81
2023-03-22,Kathmandu,Bagmati,36.7,Bagmati Small Hydro,10.0,6.23
2023-03-23,Kathmandu,Bagmati,44.18,Bagmati Small Hydro,10.0,7.3
2023-03-24,Kathmandu,Bagmati,38.77,Bagmati Small Hydro,10.0,6.9
2023-03-25,Kathmandu,Bagmati,33.64,Bagmati Small Hydro,10.0,6.26
2023-03-26,Kathmandu,Bagmati,33.05,Bagmati Small Hydro,10.0,6.35
2023-03-27,Kathmandu,Bagmati,36.99,Bagmati Small Hydro,10.0,6.71
2023-03-28,Kathmandu,Bagmati,41.93,Bagmati Small Hydro,10.0,7.0
2023-03-29,Kathmandu,Bagmati,35.84,Bagmati Small Hydro,10.0,6.16
2023-03-30,Kathmandu,Bagmati,39.73,Bagmati Small Hydro,10.0,6.95
2023-03-31,Kathmandu,Bagmati,41.27,Bagmati Small Hydro,10.0,6.86
2023-04-01,Kathmandu,Bagmati,40.44,Bagmati Small Hydro,10.0,6.86
2023-04-02,Kathmandu,Bagmati,38.05,Bagmati Small Hydro,10.0,6.86
2023-04-03,Kathmandu,Bagmati,37.94,Bagmati Small Hydro,10.0,7.04
2023-04-04,Kathmandu,Bagmati,39.15,Bagmati Small Hydro,10.0,6.86
2023-04-05,Kathmandu,Bagmati,42.79,Bagmati Small Hydro,10.0,7.31
2023-04-06,Kathmandu,Bagmati,44.16,Bagmati Small Hydro,10.0,6.98
2023-04-07,Kathmandu,Bagmati,42.69,Bagmati Small Hydro,10.0,7.23
2023-04-08,Kathmandu,Bagmati,39.0,Bagmati Small Hydro,10.0,6.84
2023-04-09,Kathmandu,Bagmati,44.74,Bagmati Small Hydro,10.0,7.62
2023-04-10,Kathmandu,Bagmati,52.98,Bagmati Small Hydro,10.0,7.79
2023-04-11,Kathmandu,Bagmati,50.25,Bagmati Small Hydro,10.0,7.69
2023-04-12,Kathmandu,Bagmati,50.71,Bagmati Small Hydro,10.0,8.02
2023-04-13,Kathmandu,Bagmati,51.52,Bagmati Small Hydro,10.0,7.81
2023-04-14,Kathmandu,Bagmati,44.1,Bagmati Small Hydro,10.0,7.05
2023-04-15,Kathmandu,Bagmati,48.09,Bagmati Small Hydro,10.0,8.18
2023-04-16,Kathmandu,Bagmati,51.39,Bagmati Small Hydro,10.0,7.57
2023-04-17,Kathmandu,Bagmati,45.15,Bagmati Small Hydro,10.0,7.36
2023-04-18,Kathmandu,Bagmati,53.46,Bagmati Small Hydro,10.0,8.03
2023-04-19,Kathmandu,Bagmati,48.95,Bagmati Small Hydro,10.0,7.72
2023-04-20,Kathmandu,Bagmati,43.74,Bagmati Small Hydro,10.0,7.23
2023-04-21,Kathmandu,Bagmati,55.18,Bagmati Small Hydro,10.0,8.01
2023-04-22,Kathmandu,Bagmati,65.46,Bagmati Small Hydro,10.0,8.5
2023-04-23,Kathmandu,Bagmati,75.95,Bagmati Small Hydro,10.0,8.65
2023-04-24,Kathmandu,Bagmati,72.97,Bagmati Small Hydro,10.0,9.42
2023-04-25,Kathmandu,Bagmati,68.76,Bagmati Small Hydro,10.0,8.64
2023-04-26,Kathmandu,Bagmati,66.53,Bagmati Small Hydro,10.0,8.76
2023-04-27,Kathmandu,Bagmati,64.68,Bagmati Small Hydro,10.0,8.45
2023-04-28,Kathmandu,Bagmati,59.03,Bagmati Small Hydro,10.0,8.17
2023-04-29,Kathmandu,Bagmati,69.99,Bagmati Small Hydro,10.0,8.63
2023-04-30,Kathmandu,Bagmati,54.58,Bagmati Small Hydro,10.0,7.65
2023-05-01,Kathmandu,Bagmati,64.5,Bagmati Small Hydro,10.0,8.48
2023-05-02,Kathmandu,Bagmati,69.7,Bagmati Small Hydro,10.0,8.63
2023-05-03,Kathmandu,Bagmati,62.98,Bagmati Small Hydro,10.0,8.75
2023-05-04,Kathmandu,Bagmati,62.41,Bagmati Small Hydro,10.0,8.13
2023-05-05,Kathmandu,Bagmati,65.02,Bagmati Small Hydro,10.0,8.4
2023-05-06,Kathmandu,Bagmati,66.69,Bagmati Small Hydro,10.0,8.38
2023-05-07,Kathmandu,Bagmati,65.31,Bagmati Small Hydro,10.0,8.93
2023-05-08,Kathmandu,Bagmati,60.48,Bagmati Small Hydro,10.0,8.12
2023-05-09,Kathmandu,Bagmati,58.37,Bagmati Small Hydro,10.0,8.37
2023-05-10,Kathmandu,Bagmati,54.79,Bagmati Small Hydro,10.0,8.26
2023-05-11,Kathmandu,Bagmati,53.27,Bagmati Small Hydro,10.0,7.9
2023-05-12,Kathmandu,Bagmati,47.54,Bagmati Small Hydro,10.0,7.25
2023-05-13,Kathmandu,Bagmati,60.15,Bagmati Small Hydro,10.0,7.98
2023-05-14,Kathmandu,Bagmati,72.57,Bagmati Small Hydro,10.0,9.07
2023-05-15,Kathmandu,Bagmati,73.05,Bagmati Small Hydro,10.0,8.52
2023-05-16,Kathmandu,Bagmati,62.68,Bagmati Small Hydro,10.0,8.54
2023-05-17,Kathmandu,Bagmati,72.75,Bagmati Small Hydro,10.0,8.87
2023-05-18,Kathmandu,Bagmati,86.77,Bagmati Small Hydro,10.0,9.34
2023-05-19,Kathmandu,Bagmati,79.25,Bagmati Small Hydro,10.0,9.17
2023-05-20,Kathmandu,Bagmati,92.9,Bagmati Small Hydro,10.0,9.1
2023-05-21,Kathmandu,Bagmati,106.98,Bagmati Small Hydro,10.0,9.3
2023-05-22,Kathmandu,Bagmati,87.52,Bagmati Small Hydro,10.0,9.45
2023-05-23,Kathmandu,Bagmati,92.52,Bagmati Small Hydro,10.0,9.18
2023-05-24,Kathmandu,Bagmati,75.96,Bagmati Small Hydro,10.0,8.21
2023-05-25,Kathmandu,Bagmati,94.05,Bagmati Small Hydro,10.0,9.57
2023-05-26,Kathmandu,Bagmati,106.84,Bagmati Small Hydro,10.0,9.28
2023-05-27,Kathmandu,Bagmati,99.21,Bagmati Small Hydro,10.0,9.61
2023-05-28,Kathmandu,Bagmati,57.76,Bagmati Small Hydro,10.0,8.54
2023-05-29,Kathmandu,Bagmati,98.37,Bagmati Small Hydro,10.0,9.46
2023-05-30,Kathmandu,Bagmati,96.3,Bagmati Small Hydro,10.0,9.71
2023-05-31,Kathmandu,Bagmati,70.8,Bagmati Small Hydro,10.0,8.82
2023-06-01,Kathmandu,Bagmati,118.04,Bagmati Small Hydro,10.0,10.0
2023-06-02,Kathmandu,Bagmati,62.3,Bagmati Small Hydro,10.0,8.15
2023-06-03,Kathmandu,Bagmati,89.72,Bagmati Small Hydro,10.0,9.3
2023-06-04,Kathmandu,Bagmati,86.36,Bagmati Small Hydro,10.0,9.41
2023-06-05,Kathmandu,Bagmati,68.74,Bagmati Small Hydro,10.0,8.65
2023-06-06,Kathmandu,Bagmati,87.75,Bagmati Small Hydro,10.0,9.58
2023-06-07,Kathmandu,Bagmati,94.43,Bagmati Small Hydro,10.0,9.27
2023-06-08,Kathmandu,Bagmati,85.62,Bagmati Small Hydro,10.0,9.78
2023-06-09,Kathmandu,Bagmati,92.42,Bagmati Small Hydro,10.0,9.95
2023-06-10,Kathmandu,Bagmati,82.04,Bagmati Small Hydro,10.0,9.2
2023-06-11,Kathmandu,Bagmati,56.17,Bagmati Small Hydro,10.0,8.24
2023-06-12,Kathmandu,Bagmati,74.34,Bagmati Small Hydro,10.0,9.21
2023-06-13,Kathmandu,Bagmati,92.57,Bagmati Small Hydro,10.0,9.02
2023-06-14,Kathmandu,Bagmati,85.27,Bagmati Small Hydro,10.0,8.84
2023-06-15,Kathmandu,Bagmati,76.26,Bagmati Small Hydro,10.0,9.3
2023-06-16,Kathmandu,Bagmati,84.83,Bagmati Small Hydro,10.0,9.27
2023-06-17,Kathmandu,Bagmati,92.54,Bagmati Small Hydro,10.0,9.29
2023-06-18,Kathmandu,Bagmati,79.23,Bagmati Small Hydro,10.0,9.05
2023-06-19,Kathmandu,Bagmati,85.36,Bagmati Small Hydro,10.0,8.55
2023-06-20,Kathmandu,Bagmati,105.38,Bagmati Small Hydro,10.0,9.51
2023-06-21,Kathmandu,Bagmati,82.81,Bagmati Small Hydro,10.0,8.94
2023-06-22,Kathmandu,Bagmati,104.54,Bagmati Small Hydro,10.0,9.81
2023-06-23,Kathmandu,Bagmati,93.21,Bagmati Small Hydro,10.0,9.65
2023-06-24,Kathmandu,Bagmati,94.96,Bagmati Small Hydro,10.0,9.56
2023-06-25,Kathmandu,Bagmati,91.29,Bagmati Small Hydro,10.0,9.44
2023-06-26,Kathmandu,Bagmati,60.87,Bagmati Small Hydro,10.0,7.98
2023-06-27,Kathmandu,Bagmati,69.47,Bagmati Small Hydro,10.0,8.88
2023-06-28,Kathmandu,Bagmati,74.12,Bagmati Small Hydro,10.0,9.06
2023-06-29,Kathmandu,Bagmati,84.72,Bagmati Small Hydro,10.0,9.53
2023-06-30,Kathmandu,Bagmati,91.97,Bagmati Small Hydro,10.0,9.94
2023-07-01,Kathmandu,Bagmati,69.72,Bagmati Small Hydro,10.0,8.29
2023-07-02,Kathmandu,Bagmati,74.89,Bagmati Small Hydro,10.0,8.81
2023-07-03,Kathmandu,Bagmati,75.66,Bagmati Small Hydro,10.0,8.74
2023-07-04,Kathmandu,Bagmati,94.44,Bagmati Small Hydro,10.0,9.44
2023-07-05,Kathmandu,Bagmati,97.88,Bagmati Small Hydro,10.0,9.45
2023-07-06,Kathmandu,Bagmati,100.39,Bagmati Small Hydro,10.0,9.42
2023-07-07,Kathmandu,Bagmati,99.14,Bagmati Small Hydro,10.0,9.76
2023-07-08,Kathmandu,Bagmati,112.66,Bagmati Small Hydro,10.0,9.33
2023-07-09,Kathmandu,Bagmati,115.28,Bagmati Small Hydro,10.0,9.37
2023-07-10,Kathmandu,Bagmati,81.54,Bagmati Small Hydro,10.0,8.83
2023-07-11,Kathmandu,Bagmati,97.33,Bagmati Small Hydro,10.0,9.34
2023-07-12,Kathmandu,Bagmati,84.11,Bagmati Small Hydro,10.0,8.84
2023-07-13,Kathmandu,Bagmati,84.37,Bagmati Small Hydro,10.0,9.17
2023-07-14,Kathmandu,Bagmati,81.91,Bagmati Small Hydro,10.0,9.07
2023-07-15,Kathmandu,Bagmati,77.1,Bagmati Small Hydro,10.0,8.77
2023-07-16,Kathmandu,Bagmati,72.6,Bagmati Small Hydro,10.0,9.07
2023-07-17,Kathmandu,Bagmati,100.96,Bagmati Small Hydro,10.0,9.48
2023-07-18,Kathmandu,Bagmati,109.07,Bagmati Small Hydro,10.0,9.91
2023-07-19,Kathmandu,Bagmati,121.92,Bagmati Small Hydro,10.0,9.67
2023-07-20,Kathmandu,Bagmati,108.67,Bagmati Small Hydro,10.0,9.59
2023-07-21,Kathmandu,Bagmati,98.8,Bagmati Small Hydro,10.0,9.31
2023-07-22,Kathmandu,Bagmati,66.55,Bagmati Small Hydro,10.0,8.61
2023-07-23,Kathmandu,Bagmati,73.87,Bagmati Small Hydro,10.0,9.07
2023-07-24,Kathmandu,Bagmati,57.96,Bagmati Small Hydro,10.0,8.11
2023-07-25,Kathmandu,Bagmati,47.03,Bagmati Small Hydro,10.0,7.64
2023-07-26,Kathmandu,Bagmati,71.77,Bagmati Small Hydro,10.0,8.59
2023-07-27,Kathmandu,Bagmati,83.11,Bagmati Small Hydro,10.0,9.36
2023-07-28,Kathmandu,Bagmati,82.5,Bagmati Small Hydro,10.0,8.97
2023-07-29,Kathmandu,Bagmati,91.51,Bagmati Small Hydro,10.0,9.58
2023-07-30,Kathmandu,Bagmati,86.65,Bagmati Small Hydro,10.0,9.25
2023-07-31,Kathmandu,Bagmati,78.24,Bagmati Small Hydro,10.0,9.43
2023-08-01,Kathmandu,Bagmati,95.51,Bagmati Small Hydro,10.0,9.09
2023-08-02,Kathmandu,Bagmati,122.95,Bagmati Small Hydro,10.0,9.31
2023-08-03,Kathmandu,Bagmati,115.34,Bagmati Small Hydro,10.0,9.49
2023-08-04,Kathmandu,Bagmati,115.49,Bagmati Small Hydro,10.0,9.27
2023-08-05,Kathmandu,Bagmati,92.22,Bagmati Small Hydro,10.0,8.96
2023-08-06,Kathmandu,Bagmati,77.96,Bagmati Small Hydro,10.0,9.18
2023-08-07,Kathmandu,Bagmati,78.88,Bagmati Small Hydro,10.0,9.03
2023-08-08,Kathmandu,Bagmati,53.9,Bagmati Small Hydro,10.0,7.86
2023-08-09,Kathmandu,Bagmati,65.31,Bagmati Small Hydro,10.0,8.46
2023-08-10,Kathmandu,Bagmati,81.57,Bagmati Small Hydro,10.0,8.95
2023-08-11,Kathmandu,Bagmati,66.26,Bagmati Small Hydro,10.0,9.02
2023-08-12,Kathmandu,Bagmati,60.21,Bagmati Small Hydro,10.0,8.14
2023-08-13,Kathmandu,Bagmati,45.52,Bagmati Small Hydro,10.0,7.11
2023-08-14,Kathmandu,Bagmati,41.11,Bagmati Small Hydro,10.0,7.21
2023-08-15,Kathmandu,Bagmati,38.45,Bagmati Small Hydro,10.0,6.76
2023-08-16,Kathmandu,Bagmati,49.19,Bagmati Small Hydro,10.0,8.14
2023-08-17,Kathmandu,Bagmati,53.23,Bagmati Small Hydro,10.0,7.81
2023-08-18,Kathmandu,Bagmati,48.84,Bagmati Small Hydro,10.0,7.84
2023-08-19,Kathmandu,Bagmati,45.49,Bagmati Small Hydro,10.0,7.65
2023-08-20,Kathmandu,Bagmati,28.63,Bagmati Small Hydro,10.0,5.63
2023-08-21,Kathmandu,Bagmati,51.32,Bagmati Small Hydro,10.0,7.64
2023-08-22,Kathmandu,Bagmati,73.14,Bagmati Small Hydro,10.0,9.05
2023-08-23,Kathmandu,Bagmati,60.47,Bagmati Small Hydro,10.0,8.48
2023-08-24,Kathmandu,Bagmati,75.19,Bagmati Small Hydro,10.0,8.55
2023-08-25,Kathmandu,Bagmati,73.23,Bagmati Small Hydro,10.0,8.56
2023-08-26,Kathmandu,Bagmati,63.14,Bagmati Small Hydro,10.0,7.82
2023-08-27,Kathmandu,Bagmati,84.42,Bagmati Small Hydro,10.0,9.35
2023-08-28,Kathmandu,Bagmati,82.45,Bagmati Small Hydro,10.0,9.06
2023-08-29,Kathmandu,Bagmati,73.62,Bagmati Small Hydro,10.0,8.83
2023-08-30,Kathmandu,Bagmati,78.45,Bagmati Small Hydro,10.0,8.57
2023-08-31,Kathmandu,Bagmati,79.39,Bagmati Small Hydro,10.0,8.75
2023-09-01,Kathmandu,Bagmati,109.85,Bagmati Small Hydro,10.0,9.48
2023-09-02,Kathmandu,Bagmati,85.87,Bagmati Small Hydro,10.0,9.03
2023-09-03,Kathmandu,Bagmati,66.34,Bagmati Small Hydro,10.0,8.63
2023-09-04,Kathmandu,Bagmati,51.12,Bagmati Small Hydro,10.0,7.94
2023-09-05,Kathmandu,Bagmati,59.19,Bagmati Small Hydro,10.0,8.83
2023-09-06,Kathmandu,Bagmati,53.84,Bagmati Small Hydro,10.0,7.97
2023-09-07,Kathmandu,Bagmati,49.53,Bagmati Small Hydro,10.0,7.96
2023-09-08,Kathmandu,Bagmati,54.17,Bagmati Small Hydro,10.0,7.79
2023-09-09,Kathmandu,Bagmati,66.44,Bagmati Small Hydro,10.0,8.17
2023-09-10,Kathmandu,Bagmati,69.06,Bagmati Small Hydro,10.0,8.62
2023-09-11,Kathmandu,Bagmati,56.71,Bagmati Small Hydro,10.0,7.75
2023-09-12,Kathmandu,Bagmati,64.1,Bagmati Small Hydro,10.0,8.51
2023-09-13,Kathmandu,Bagmati,58.35,Bagmati Small Hydro,10.0,8.03
2023-09-14,Kathmandu,Bagmati,69.85,Bagmati Small Hydro,10.0,8.23
2023-09-15,Kathmandu,Bagmati,65.6,Bagmati Small Hydro,10.0,9.02
2023-09-16,Kathmandu,Bagmati,53.79,Bagmati Small Hydro,10.0,7.84
2023-09-17,Kathmandu,Bagmati,62.34,Bagmati Small Hydro,10.0,8.01
2023-09-18,Kathmandu,Bagmati,62.63,Bagmati Small Hydro,10.0,8.67
2023-09-19,Kathmandu,Bagmati,57.77,Bagmati Small Hydro,10.0,8.02
2023-09-20,Kathmandu,Bagmati,54.06,Bagmati Small Hydro,10.0,8.25
2023-09-21,Kathmandu,Bagmati,51.89,Bagmati Small Hydro,10.0,7.68
2023-09-22,Kathmandu,Bagmati,43.66,Bagmati Small Hydro,10.0,7.14
2023-09-23,Kathmandu,Bagmati,37.15,Bagmati Small Hydro,10.0,6.75
2023-09-24,Kathmandu,Bagmati,31.68,Bagmati Small Hydro,10.0,6.2
2023-09-25,Kathmandu,Bagmati,34.9,Bagmati Small Hydro,10.0,6.6
2023-09-26,Kathmandu,Bagmati,41.03,Bagmati Small Hydro,10.0,7.02
2023-09-27,Kathmandu,Bagmati,50.63,Bagmati Small Hydro,10.0,7.89
2023-09-28,Kathmandu,Bagmati,53.71,Bagmati Small Hydro,10.0,8.14
2023-09-29,Kathmandu,Bagmati,54.16,Bagmati Small Hydro,10.0,8.04
2023-09-30,Kathmandu,Bagmati,58.98,Bagmati Small Hydro,10.0,8.22
2023-10-01,Kathmandu,Bagmati,59.65,Bagmati Small Hydro,10.0,7.93
2023-10-02,Kathmandu,Bagmati,49.57,Bagmati Small Hydro,10.0,7.84
2023-10-03,Kathmandu,Bagmati,53.34,Bagmati Small Hydro,10.0,7.95
2023-10-04,Kathmandu,Bagmati,48.03,Bagmati Small Hydro,10.0,7.5
2023-10-05,Kathmandu,Bagmati,41.82,Bagmati Small Hydro,10.0,7.38
2023-10-06,Kathmandu,Bagmati,49.44,Bagmati Small Hydro,10.0,7.36
2023-10-07,Kathmandu,Bagmati,36.83,Bagmati Small Hydro,10.0,6.97
2023-10-08,Kathmandu,Bagmati,50.73,Bagmati Small Hydro,10.0,7.77
2023-10-09,Kathmandu,Bagmati,40.49,Bagmati Small Hydro,10.0,7.06
2023-10-10,Kathmandu,Bagmati,31.78,Bagmati Small Hydro,10.0,6.03
